molecule_id,smiles,gap
4009,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,
4010,CN(C)c1cccc2c(S(=O)(=O)NCCCCCN)cccc12,
4011,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
4012,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,
4013,Cc1ccsc1C=CC1=NCCCN1C,
4014,COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,
4015,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,
4016,COCCCC(NC(=O)c1cccn1C(=O)C(NC(O)N1CCOCC1)C(c1ccccc1)c1ccccc1)B(O)O,
4017,CCO/C([O-])=N/C1=C[N+](N2CCOCC2)=NC1,
4018,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,
4019,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(C)COC21,
4020,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,
4021,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,
4022,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,
4023,CCCCCCCCN1C(=O)C(C(C)=O)=C(C)C1(C)O,
4024,CC(=O)C1=C(C)C(C)(O)NC1=O,
4025,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,
4026,CC(C)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4(O)CC(O)C(O)CC4(C)C3C(O)CC12C,
4027,NCc1cc(=O)[nH]o1,
4028,COCC(OC)C(=O)OC(CCC(C)C(CC1OC(=O)CC(O)CC=CC(=O)C(C)C(OC)c2coc(n2)-c2coc(n2)-c2coc(n2)C=CCC(OC)C1C)OC)C(C)C(OC(C)=O)C(C)C=CN(C)C=O,
4029,COC(C)C(=O)OC(CCC(C)C(CC1OC(=O)CC(O)CC=CC(=O)C(C)C(OC)c2coc(n2)-c2coc(n2)-c2coc(n2)C=CCC(OC)C1C)OC)C(C)C(OC(C)=O)C(C)C=CN(C)C=O,
4030,COCC(OC)C(=O)OC(CCC(C)C(CC1OC(=O)CC(O)CC=CC(=O)CC(C)C(=O)NC(=O)c2coc(n2)-c2coc(n2)C=CCC(OC)C1C)OC)C(C)C(OC(C)=O)C(C)C=CN(C)C=O,
4031,COC(CC1OC(=O)CC(O)CC=CC(=O)C(C)C(C)c2coc(n2)-c2coc(n2)-c2coc(n2)C=CCC(OC)C1C)C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC(C)=O,
4032,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,
4033,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,
4034,COc1ccc(CNc2nc(NCc3ccc(OC)cc3)c3ncn(C(C)C)c3n2)cc1,
4035,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,
4036,C=CCc1cc(OC)c2c(c1)OCO2,
4037,O=C(NC1CCCCC1)NC1CCCCC1,
4038,CN(C)C(=O)N=NC(=O)N(C)C,
4039,CCCCCCCCCCCCCCCC(O)C(CO)[N+](C)(C)C,
4040,O=C(O)c1cccc(S(=O)(=O)N(CCO)CCO)c1,
4041,CCN(CC)C(=O)C(NS(=O)(=O)c1ccc(C)cc1)C(C)C,
4042,CCNCCCNCCCNCCCNCC,
4043,CCNCCCNCCCCNCCCNCC,
4044,CCN(CC)C(=O)c1cccc(C)c1,
4045,CCCCCCCCCCCCCC=CC(O)C(CO)N(C)C,
4046,NC(N)=Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,
4047,NS(=O)(=O)C1CCC(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)CC1,
4048,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)cccc2F)cc1,
4049,NCCNC(=O)c1ccc(Cl)cc1,
4050,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2F)cc1,
4051,Cc1ccc(S(=O)(=O)N(CCO)CC(C)O)cc1,
4052,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,
4053,NS(=O)(=O)c1ccc(S(=O)(=O)NCc2cccs2)s1,
4054,Nc1cc(S(=O)(=O)Nc2ccccc2C(=O)O)ccc1O,
4055,COc1ccc2c(c1)c(CC(=O)NCCc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,
4056,FC(F)(F)c1cccc(N2CCNCC2)c1,
4057,COc1ccc2c(c1)c(CC(=O)NCCc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,
4058,NCCCCNS(=O)(=O)c1ccc2ccccc2c1,
4059,NCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,
4060,[H]/N=C(\N)c1ccc(NC(=O)c2cc(C)cc(I)c2O)cc1Cl,
4061,[H]/N=C(\N)c1ccc(NC(=O)c2ccccc2O)cc1,
4062,O=C(O)c1ccc(N2C(=O)C=CC2=O)cc1O,
4063,NCCCCCNS(=O)(=O)c1cccc2ccccc12,
4064,NCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,
4065,NCCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,
4066,NCCCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,
4067,NCCCCCCCCNS(=O)(=O)c1cccc2c(I)cccc12,
4068,CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,
4069,c1ccc(CNn2nnc3ccccc32)cc1,
4070,O=C(O)c1cccc2c1Oc1c(C(=O)O)cccc1N2c1cccc(C(F)(F)F)c1,
4071,Cc1ccc(S(=O)(=O)NC(CCC(N)=O)C(=O)OC(C)C)cc1,
4072,O=C(O)CC(NC(=O)CP(=O)(O)O)C(=O)O,
4073,COc1cc(OC)cc(C(=O)NC2C(O)C(CO)OC2n2cnc3c(NC4CCCc5ccccc54)ncnc32)c1,
4074,NCCCCCCNS(=O)(=O)c1cccc2ccccc12,
4075,COC(=O)N1C=CN(c2ccnc(-n3ccnc3)n2)C(CC(=O)NCc2ccc3c(c2)OCO3)=C1,
4076,COc1ccc(CNS(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1,
4077,CC(C)CCNC(=O)C(CC(C)C)NC(=O)C(O)CC(=O)O,
4078,CC(C)(C)NC(=O)C1CN(Cc2cc3ccccc3o2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,
4079,CC(C)(C)NC(=O)C1CN(Cc2ccc3c(c2)OCO3)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,
4080,CC1CCC(O)C1NC(=O)C(Cc1ccccc1)CC(O)CN1CCN(C(=O)c2cnc(N3CCN(C)CC3)c(Cl)n2)CC1C(=O)NC(C)(C)C,
4081,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NNC(=O)c1csc(C(CC(C)C)NC(=O)OCc2ccccc2)n1,
4082,[H]/N=C(\N)c1ccc(O)c(Oc2nc(Oc3cccc(C4=NCCN4C)c3)c(F)c(N(C)CC(=O)O)c2F)c1,
4083,CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C(CC(=O)NO)CC(C)C,
4084,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)CC2)c1O,
4085,O=C(O)CCNC(=O)C1CCCN1S(=O)(=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,
4086,Cc1ccc(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,
4087,CC(C)CC(C(=O)NO)N(Cc1ccccc1)P(C)(=O)c1ccccc1,
4088,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)Nc1ccc([N+](=O)[O-])cc1)C(C)C,
4089,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C=O)CC(=O)O)C(C)C,
4090,CSCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O,
4091,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O,
4092,CC(=O)NC(CC(C)C)C(=O)NC(C=O)Cc1ccccc1,
4093,CC(=O)N(C)C(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(C=O)CC(=O)O)C(C)C,
4094,CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,
4095,COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(C)=O,
4096,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)Nc1ccc2c(C)cc(=O)oc2c1)C(C)C,
4097,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)Nc1ccc([N+](=O)[O-])cc1)C(C)C,
4098,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(C=O)CC(=O)O)C(C)C,
4099,CC1=NC2C(OC(CO)C(O)C2O)S1,
4100,CCCCCC=CCC=CC=CC=CC(SCC(NC(C)=O)C(=O)O)C(O)CCCC(=O)O,
4101,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,
4102,Cc1ccc(S(=O)(=O)NC(CCCCN)C(N)=O)cc1,
4103,C[N+](C)(N)CCO,
4104,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCC(=O)O,
4105,CCOC(CN(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(C)cc1)OCC,
4106,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1,
4107,OCCNCc1ccccc1,
4108,CC(NC(=O)OCc1ccccc1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(C)O,
4109,O=CC1CCCN1C(=O)C1CCCN1C(=O)OCc1ccccc1,
4110,CC(C)(C)OC(=O)NCCCCN,
4111,CC(C)(C)OC(=O)NCCCCCN,
4112,CC(=O)NBr,
4113,CC(=O)N(Br)CCOP(=O)(O)O,
4114,NCCCCNNC(=O)C1CCCN1C(=O)OCc1ccccc1,
4115,CC(C)CC(NC(=O)C(Cc1ccccc1)NCC(=O)O)C(=O)O,
4116,O=C(Nc1ccc(I)cc1)NC1CCCCC1,
4117,O=C(NCCCc1ccccc1)NC1CCCCC1,
4118,CCCCCCCCCCNC(=O)NC1CCCCC1,
4119,NC(CCCCNC=O)C(=O)O,
4120,CCNC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,
4121,CCN1C(=O)C=CC1=O,
4122,CSCCC(NC=O)C(=O)NC(C)C(=O)O,
4123,CSCCC(NC=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,
4124,CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,
4125,C/N=C(\N)NCCCC(N)C(=O)O,
4126,N/C(=N\CCCC(N)C(=O)O)N[N+](=O)[O-],
4127,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C)cccc2C(=O)NO)cc1,
4128,O=C(CC1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCOCC1)NO,
4129,COc1ccc(S(=O)(=O)N2CCCSC(C)(C)C2C(=O)NO)cc1,
4130,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCCC(=O)NO,
4131,CCCCCC=CCC=CCCCCCCCC(=O)NCC(=O)O,
4132,COC(=O)CCC(=O)NC(C)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(C(=O)CCl)C(C)C,
4133,CC(C(O)c1ccccc1)N(C)C,
4134,CNC(=O)c1cc2c(cn1)[nH]c1ccccc12,
4135,CNC(CC(=O)O)C(=O)O,
4136,CNC(C)C(=O)O,
4137,CNC(C(=O)O)C(C)C,
4138,CN(CC(=O)O)S(=O)(=O)c1ccccc1,
4139,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,
4140,CN1CC(O)C(O)C(O)C1CO,
4141,CNCCc1ccc(O)c(O)c1,
4142,CCCCCCCCC=CCCCCCCCC(=O)NCCO,
4143,Cc1ccc(S(=O)(=O)NC(C(=O)CCl)C(C)C)cc1,
4144,CC(NC(=O)C(C)NC(=O)OC(C)(C)C)C(N)=O,
4145,O=C(O)c1ccccc1Nc1ccccc1,
4146,CCC/N=C(\N)NCCCC(N)C(=O)O,
4147,CCCNC(=O)C(O)C(O)C(=O)O,
4148,O=C(O)CCC(=O)N1CCCC1C(=O)O,
4149,CC(C)(C)[N+]([O-])=Cc1ccccc1,
4150,Nc1cccc(S(=O)(=O)N(CCO)CCO)c1,
4151,Cc1ccc2c(c1)ncn2C1OC(COP(=O)(O)O)C(O)C1O,
4152,COCCN1CCCCC(NC(=O)C(CC(C)C)C(CCCO)C(=O)NO)C1=O,
4153,CC(C)CC(CC(=O)NO)C(=O)NC1Cc2cn(c3ccccc23)CCCCCCNC1=O,
4154,C/C(N)=N\CCCC(N)C(=O)O,
4155,Nc1ccc(CNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,
4156,Nc1ccc(CCNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,
4157,OCC1OC(n2cnc3c(NCCc4ccccc4)ncnc32)C(O)C1O,
4158,CC(C)C(OC(=O)C(CS)NC(=O)CCCC(N)C(=O)O)C(=O)O,
4159,CCNC(=O)C1OC(n2cnc3c(NCc4ccccc4)ncnc32)C(O)C1O,
4160,Cn1cnc2c(NC3CCCC3)ncnc21,
4161,OCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O,
4162,CNc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,
4163,O=C(COc1ccccc1)Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,
4164,OCC1OC(n2cnc3c(Nc4ccccc4)ncnc32)C(O)C1O,
4165,[H]/N=C(\N)c1ccc(CC(NC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1,
4166,O=C1C=CC(=O)c2c(O)c(Cl)c(Cl)c(O)c21,
4167,O=C(O)CCC(CP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O,
4168,COc1ccc2cc(CCC(C)=O)ccc2c1,
4169,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,
4170,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,
4171,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,
4172,[H]/N=C(\N)c1ccc2cc(OC(=O)c3ccc(N=C(N)N)cc3)ccc2c1,
4173,CCOc1ccc2ccccc2c1NC(=O)C1C(=O)N2C1SC(C)(C)C2C(=O)[O-],
4174,CCOc1ccc2ccccc2c1NC(=O)C1C(=O)N2C1SC(C)(C)C2C(=O)O,
4175,COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,
4176,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,
4177,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,
4178,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,
4179,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,
4180,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,
4181,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,
4182,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,
4183,C=CCN1CCC23c4c5ccc(O)c4OC2C(=NN=C2CCC4(O)C6Cc7ccc(O)c8c7C4(CCN6CC=C)C2O8)CCC3(O)C1C5,
4184,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,
4185,C=CCN1CCC23c4c5ccc(O)c4OC2C(=NNC(=O)c2ccccc2)CCC3(O)C1C5,
4186,Cc1ccc(S(=O)(=O)NC(CCCCN)C(=O)CCl)cc1,
4187,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,
4188,Oc1ccc2c3c1OC1c4oc5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314,
4189,Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314,
4190,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,
4191,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,
4192,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCC1CCCCC1,
4193,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccco1,
4194,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1,
4195,c1ccc2c(CC3=NCCN3)cccc2c1,
4196,O=S(=O)([O-])c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2c1,
4197,O=S(=O)(O)c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1,
4198,CCC(C(=O)C(C)C(O)C(C)C1OC(C(C)C(=O)O)C(C)CC1C)C1OC2(C=CC(O)C3(CCC(C)(C4CCC(O)(CC)C(C)O4)O3)O2)C(C)CC1C,
4199,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,
4200,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,
4201,Cn1cc(C(=O)C2CCc3nc[nH]c3C2)c2ccccc21,
4202,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,
4203,COc1ccc2nc(S(=O)Cc3ccccc3N(C)C)[nH]c2c1,
4204,N#Cc1ccc(N/C(=N\CC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,
4205,Cc1ccc(S(=O)(=O)NC(CCCNC(=O)OCc2ccccc2)C(=O)O)cc1,
4206,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,
4207,CN1CCOC(c2ccccc2)c2ccccc2C1,
4208,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,
4209,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,
4210,COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,
4211,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,
4212,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,
4213,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,
4214,CC(C)=CCCC(C)=CCO,
4215,CCCCCOc1ccccc1C(=CSC)n1ccnc1,
4216,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,
4217,[H]/N=C(\N)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)CN=C(N)N)cn2C)cn1C,
4218,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,
4219,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,
4220,O=C(Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c12)c1cccc([N+](=O)[O-])c1,
4221,O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],
4222,O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c1,
4223,O=C(Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)cc2)cc1)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)cc2)cc1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],
4224,O=C(Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)O)c4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)cc2)cc1)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)O)c4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)cc2)cc1,
4225,O=C(Nc1cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])c1)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],
4226,O=C(Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc(C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c1)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc(C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c1,
4227,C/[NH+]=C(\N)NCCCC(N)C(=O)O,
4228,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,
4229,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[NH+](C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,
4230,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,
4231,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,
4232,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,
4233,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,
4234,CCC(=O)C(C)c1cc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)cc1C(N)=O,
4235,CCC(=O)C(C)c1cc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)cc1C(N)=O,
4236,O=C(O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,
4237,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],
4238,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,
4239,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,
4240,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,
4241,COC1CC(CC2CCC(C)C(C(C)C(=O)[O-])O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C,
4242,COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C,
4243,O=C(NN=Cc1c(O)ccc2ccccc12)c1ccncc1,
4244,CC(c1ccc(O)cn1)C(C)C(N)C(=O)NC(C(=O)O)C1OC(N2C=CC(=O)CC2=O)C(O)C1O,
4245,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,
4246,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,
4247,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,
4248,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,
4249,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,
4250,O=C(O)C1CCCNC1,
4251,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],
4252,CNCCC(Oc1ccccc1OC)c1ccccc1,
4253,COc1cc2c[n+](C)c3c4cc5c(cc4ccc3c2cc1OC)OCO5,
4254,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OCCOc2cc(C(O)c3cc4c(cc3[N+](=O)[O-])OCO4)ccc2N(CC(=O)[O-])CC(=O)[O-])c1,
4255,Cc1ccc(N(CC(=O)O)CC(=O)O)c(OCCOc2cc(C(O)c3cc4c(cc3[N+](=O)[O-])OCO4)ccc2N(CC(=O)O)CC(=O)O)c1,
4256,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OC2CCCC2Oc2cc(C(O)c3ccc4c(c3)OCO4)ccc2N(CC(=O)[O-])CC(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+],
4257,Cc1ccc(N(CC(=O)O)CC(=O)O)c(OC2CCCC2Oc2cc(C(O)c3ccc4c(c3)OCO4)ccc2N(CC(=O)O)CC(=O)O)c1,
4258,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,
4259,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,
4260,COc1cc(-c2ccc(-[n+]3nc(-c4ccc(C)cc4)nn3-c3ccc([N+](=O)[O-])cc3)c(OC)c2)ccc1-[n+]1nc(-c2ccccc2)nn1-c1ccc([N+](=O)[O-])cc1,
4261,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,
4262,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],
4263,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,
4264,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,
4265,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,
4266,O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,
4267,CC[NH2+]CCN(CC)N([O-])N=O,
4268,CCNCCN(CC)N([O-])N=O,
4269,NCCN(CC[NH3+])N([O-])N=O,
4270,NCCN(CCN)N([O-])N=O,
4271,CC(C)N(CCC[NH3+])N([O-])N=O,
4272,CC(C)N(CCCN)N([O-])N=O,
4273,C[NH2+]CCCN(C)N([O-])N=O,
4274,CNCCCN(C)N([O-])N=O,
4275,C[NH2+]CCCCCCN(C)N([O-])N=O,
4276,CNCCCCCCN(C)N([O-])N=O,
